Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST02554,62,61381,114826,578,84,Yes
CUST02555,57,39090,54395,669,12,Yes
CUST02556,45,74974,38344,438,24,No
CUST02557,37,72820,288949,611,60,No
CUST02558,53,44064,29896,628,48,No
CUST02559,52,38085,70613,599,12,Yes
CUST02560,28,34165,23600,760,120,No
CUST02561,27,41424,134361,631,84,No
CUST02562,34,80622,57208,679,12,No
CUST02563,60,52203,70076,586,24,No
CUST02564,57,55448,96337,467,24,Yes
CUST02565,56,28649,31555,582,120,No
CUST02566,55,21680,17759,517,84,Yes
CUST02567,38,58394,79514,612,48,Yes
CUST02568,50,25686,95338,543,36,Yes
CUST02569,36,45854,161091,575,120,Yes
CUST02570,34,58899,113667,804,48,No
CUST02571,45,72724,42223,542,120,Yes
CUST02572,64,23264,54293,658,36,Yes
CUST02573,53,29320,76905,549,36,Yes
CUST02574,25,32535,59273,577,120,Yes
CUST02575,34,47798,65516,725,36,No
CUST02576,45,38630,22597,597,60,Yes
CUST02577,65,81126,46775,700,60,No
CUST02578,45,74113,152572,661,48,Yes
CUST02579,37,46751,172539,702,36,No
CUST02580,31,59604,137691,754,60,No
CUST02581,23,71995,227683,640,12,No
CUST02582,31,78206,52807,718,12,No
CUST02583,37,40652,142475,669,36,No
CUST02584,32,57038,132430,719,24,No
CUST02585,60,79851,259110,688,120,No
CUST02586,32,50171,99410,738,24,No
CUST02587,33,49240,157811,631,36,No
CUST02588,32,24430,59537,621,36,No
CUST02589,30,43682,142149,639,36,No
CUST02590,38,51330,116303,649,12,Yes
CUST02591,31,65000,62596,664,120,No
CUST02592,44,41973,57094,621,24,No
CUST02593,36,67891,43990,743,48,Yes
CUST02594,39,23738,68160,685,48,No
CUST02595,46,70452,194852,592,60,Yes
CUST02596,59,24665,47312,579,36,Yes
CUST02597,47,72736,68506,787,12,No
CUST02598,59,89556,80992,645,48,No
CUST02599,40,44034,52641,700,12,No
CUST02600,61,55043,141268,563,120,No
CUST02601,62,59910,59796,573,24,No
CUST02602,37,34897,74268,657,24,No
CUST02603,47,68074,68713,635,84,No
CUST02604,39,43246,159269,703,84,No
CUST02605,25,41259,94647,607,48,Yes
CUST02606,51,69711,110575,680,60,No
CUST02607,27,72253,104307,750,12,No
CUST02608,61,51056,97616,648,120,No
CUST02609,43,44367,30090,605,60,No
CUST02610,49,56023,128791,565,84,No
CUST02611,57,15000,15550,639,120,Yes
CUST02612,63,48502,132081,524,24,Yes
CUST02613,33,69765,131186,694,12,Yes
CUST02614,21,66338,165350,635,48,No
CUST02615,30,34089,135214,696,24,Yes
CUST02616,25,57575,175335,669,120,Yes
CUST02617,50,64328,183601,626,12,Yes
CUST02618,50,61233,186621,582,36,No
CUST02619,37,34924,127635,603,84,Yes
CUST02620,63,50158,144799,691,84,No
CUST02621,64,50627,184184,756,24,No
CUST02622,48,39033,89031,657,48,No
CUST02623,46,77852,257368,684,36,Yes
CUST02624,30,22327,28273,598,24,No
CUST02625,30,79880,181364,595,48,No
CUST02626,47,41133,55477,623,60,No
CUST02627,63,69289,250312,678,48,No
CUST02628,48,66555,40404,725,36,Yes
CUST02629,36,15000,56211,674,48,No
CUST02630,46,43072,58204,675,120,No
CUST02631,31,35284,123007,588,12,Yes
CUST02632,21,66188,240794,718,120,No
CUST02633,62,58379,125470,671,12,Yes
CUST02634,44,37568,110824,489,84,Yes
CUST02635,23,62871,53434,709,60,Yes
CUST02636,23,29849,35009,552,24,No
CUST02637,52,73842,195978,717,60,Yes
CUST02638,60,53584,140475,679,36,Yes
CUST02639,65,34008,43642,641,36,Yes
CUST02640,42,40883,136384,544,36,No
CUST02641,40,47375,90194,770,120,No
CUST02642,40,48784,103154,602,84,Yes
CUST02643,26,89245,90751,709,48,Yes
CUST02644,25,51719,83776,720,24,No
CUST02645,48,19979,56719,749,84,No
CUST02646,58,45830,166572,769,84,Yes
CUST02647,31,42187,28316,697,120,No
CUST02648,37,29680,62989,744,48,No
CUST02649,41,23537,73164,696,84,Yes
CUST02650,41,84001,297235,615,24,Yes
CUST02651,31,72899,160679,627,36,Yes
CUST02652,29,56535,217644,759,24,No
CUST02653,47,57379,101133,653,36,No
CUST02654,44,50594,161925,682,60,Yes
CUST02655,30,41921,129029,752,60,No
CUST02656,46,99010,261745,487,60,Yes
CUST02657,23,27457,66307,686,60,No
CUST02658,50,70558,135872,670,84,No
CUST02659,25,18534,69533,676,60,No
CUST02660,41,61494,87718,601,84,No
CUST02661,35,43381,81636,558,12,No
CUST02662,23,60890,81375,796,12,No
CUST02663,25,59653,199867,589,60,No
CUST02664,22,15000,49218,648,84,No
CUST02665,59,44072,111529,570,60,No
CUST02666,39,61560,230216,495,48,Yes
CUST02667,42,66609,36618,755,48,No
CUST02668,62,55569,47129,741,84,No
CUST02669,31,40242,78654,550,48,Yes
CUST02670,31,35260,53268,754,60,No
CUST02671,61,101623,361399,745,120,No
CUST02672,36,83260,262649,705,36,No
CUST02673,28,56527,127277,578,120,No
CUST02674,50,34425,91236,644,120,Yes
CUST02675,26,44226,51415,713,36,No
CUST02676,60,65709,52730,516,12,Yes
CUST02677,42,72665,172349,774,48,No
CUST02678,61,45237,84253,709,120,No
CUST02679,53,57955,62958,570,60,No
CUST02680,58,54905,218279,620,24,No
CUST02681,52,36366,59195,619,36,Yes
CUST02682,23,66317,165679,662,12,No
CUST02683,44,43913,150679,583,36,No
CUST02684,26,60382,140195,677,120,Yes
CUST02685,29,32457,78891,667,120,Yes
CUST02686,60,66791,182559,520,24,Yes
CUST02687,48,45399,31425,802,36,No
CUST02688,29,43964,175745,511,36,Yes
CUST02689,47,103589,183689,625,48,No
CUST02690,40,51546,77218,660,24,No
CUST02691,29,77227,268788,605,36,Yes
CUST02692,37,56778,52976,580,60,Yes
CUST02693,26,56678,195263,714,60,No
CUST02694,26,63570,160245,557,84,Yes
CUST02695,56,50471,96540,619,12,No
CUST02696,47,68520,211989,690,24,Yes
CUST02697,58,92917,60288,654,120,No
CUST02698,55,63287,239782,679,120,Yes
CUST02699,42,67771,168855,751,120,Yes
CUST02700,22,26428,24930,674,84,No
CUST02701,64,15000,7778,635,60,No
CUST02702,57,63626,73579,517,60,Yes
CUST02703,48,61474,72149,765,60,No
CUST02704,29,35140,129583,710,36,Yes
CUST02705,60,60745,119715,618,84,No
CUST02706,21,73180,85553,639,36,No
CUST02707,57,65325,60094,755,84,No
CUST02708,23,56638,37550,710,12,No
CUST02709,29,69139,61820,636,12,No
CUST02710,28,56443,49350,638,24,No
CUST02711,30,49924,176771,511,36,No
CUST02712,45,40365,82827,548,24,No
CUST02713,30,59507,210942,722,120,No
CUST02714,36,15000,30466,662,36,Yes
CUST02715,50,72051,246264,767,84,No
CUST02716,39,57490,86536,687,36,No
CUST02717,48,57434,182021,560,12,Yes
CUST02718,43,50791,61113,704,120,No
CUST02719,51,68896,150278,636,48,No
CUST02720,22,60017,110794,537,60,Yes
CUST02721,30,77189,179626,731,84,Yes
CUST02722,63,39570,75697,643,12,No
CUST02723,27,55809,186066,715,120,No
CUST02724,56,69520,259692,568,24,Yes
CUST02725,54,100420,165273,654,84,No
CUST02726,47,54114,63690,648,12,No
CUST02727,48,54761,139732,795,84,No
CUST02728,59,39487,72250,620,60,Yes
CUST02729,36,38917,68069,791,120,No
CUST02730,42,35908,88640,654,84,Yes
CUST02731,57,65363,230923,615,24,Yes
CUST02732,55,61987,178731,649,60,No
CUST02733,29,57287,103006,705,12,No
CUST02734,58,15000,41259,783,48,No
CUST02735,26,47854,43821,699,120,No
CUST02736,59,30326,95927,624,12,Yes
CUST02737,38,29530,86687,620,12,No
CUST02738,52,60141,116754,599,36,Yes
CUST02739,53,19478,28669,559,48,No
CUST02740,43,55480,59643,548,84,Yes
CUST02741,61,30960,36344,598,120,Yes
CUST02742,23,53691,66134,597,24,Yes
CUST02743,24,48217,46809,601,12,No
CUST02744,34,34756,109962,750,120,No
CUST02745,30,42037,44422,510,48,Yes
CUST02746,44,65897,227356,661,48,Yes
CUST02747,31,57473,50550,695,24,No
CUST02748,31,52791,128942,746,84,No
CUST02749,58,87348,344625,544,48,Yes
CUST02750,59,32196,123557,629,48,Yes
CUST02751,49,52452,65540,711,84,No
CUST02752,22,59990,192205,713,48,No
CUST02753,58,75754,276722,732,24,No
CUST02754,55,63382,138022,638,84,No
CUST02755,29,65714,234290,666,120,Yes
CUST02756,24,30437,109435,644,24,Yes
CUST02757,26,43127,60757,734,36,No
CUST02758,32,75109,257823,675,24,No
CUST02759,35,52536,53449,617,48,Yes
CUST02760,61,26810,43605,612,24,No
CUST02761,42,85114,274932,675,120,No
CUST02762,22,73787,58492,553,24,No
CUST02763,61,48585,56673,633,120,Yes
CUST02764,55,51290,138891,628,60,Yes
CUST02765,30,70551,201256,645,120,No
CUST02766,62,51291,54238,714,60,No
CUST02767,59,43965,66174,563,60,No
CUST02768,25,74634,112803,771,60,No
CUST02769,41,51245,103587,666,12,Yes
CUST02770,24,69006,93824,651,36,No
CUST02771,26,41026,96621,724,48,No
CUST02772,28,55912,80677,695,24,No
CUST02773,44,45910,154970,585,120,No
CUST02774,23,50173,107581,643,48,Yes
CUST02775,47,35096,74055,584,36,No
CUST02776,22,59378,227766,512,120,No
CUST02777,32,59483,196709,670,12,No
CUST02778,37,59715,146020,615,60,No
CUST02779,37,45188,158127,606,24,No
CUST02780,51,15000,34572,652,48,No
CUST02781,33,48548,69778,645,24,No
CUST02782,30,46772,71703,545,24,No
CUST02783,62,40876,78758,537,24,Yes
CUST02784,47,55387,167705,608,120,No
CUST02785,34,91356,126206,774,48,No
CUST02786,45,41788,77917,850,36,No
CUST02787,44,56737,36772,490,48,No
CUST02788,64,39668,45791,723,24,No
CUST02789,22,45082,71097,571,120,Yes
CUST02790,39,15000,35344,633,12,No
CUST02791,27,39468,88937,725,24,No
CUST02792,38,31344,66759,837,120,No
CUST02793,64,53116,154243,630,12,No
CUST02794,39,57816,71188,828,120,No
CUST02795,33,61582,98701,596,84,Yes
CUST02796,35,66369,54104,514,84,No
CUST02797,54,18853,17594,684,12,No
CUST02798,33,55441,159434,685,48,Yes
CUST02799,46,15000,9559,406,48,No
CUST02800,25,93756,247662,601,60,No
CUST02801,41,63045,243517,648,120,Yes
CUST02802,56,50926,26957,554,24,Yes
CUST02803,22,59397,51890,650,120,No
CUST02804,56,71848,268363,728,24,No
CUST02805,42,27383,38983,672,36,No
CUST02806,59,76115,148751,738,12,No
CUST02807,64,58898,192731,725,24,No
CUST02808,25,52409,48798,678,60,No
CUST02809,57,49860,64342,747,48,No
CUST02810,42,67572,212705,560,48,Yes
CUST02811,31,77950,176984,611,12,Yes
CUST02812,38,45443,37390,722,12,No
CUST02813,39,70267,266476,722,12,No
CUST02814,61,86616,115353,669,48,No
CUST02815,23,46973,146189,646,48,No
CUST02816,22,95048,338552,578,12,Yes
CUST02817,34,43328,113779,712,120,No
CUST02818,22,34334,25901,730,84,No
CUST02819,32,56520,95624,589,12,No
CUST02820,53,36683,32307,623,84,No
CUST02821,48,57120,57068,535,24,No
CUST02822,37,43387,39283,849,36,No
CUST02823,21,69196,223562,427,36,Yes
CUST02824,51,80881,248976,516,60,Yes
CUST02825,23,61134,162053,762,12,Yes
CUST02826,63,36042,20298,739,120,Yes
CUST02827,44,78715,57221,645,36,Yes
CUST02828,32,81159,169288,600,36,No
CUST02829,31,35091,87894,712,84,No
CUST02830,60,39315,127059,616,36,No
CUST02831,62,35706,109052,584,84,No
CUST02832,50,73497,74095,702,120,No
CUST02833,45,39758,40325,571,60,Yes
CUST02834,22,60253,150222,484,120,No
CUST02835,33,91243,80225,601,120,No
CUST02836,35,52262,203398,692,48,No
CUST02837,24,31634,125431,718,48,Yes
CUST02838,61,77589,302845,742,12,No
CUST02839,32,54930,208768,581,84,Yes
CUST02840,59,59958,156394,767,36,No
CUST02841,54,79740,251145,780,120,No
CUST02842,39,73078,282086,499,84,Yes
CUST02843,30,74014,149473,590,12,No
CUST02844,30,29602,71215,725,24,No
CUST02845,38,73950,185259,706,36,No
CUST02846,25,66152,163149,624,120,No
CUST02847,64,73064,232542,505,120,Yes
CUST02848,57,33800,31118,805,120,No
CUST02849,38,46780,119600,677,120,No
CUST02850,53,49713,173559,820,120,No
CUST02851,51,55012,156069,646,60,No
CUST02852,46,69931,279343,606,12,No
CUST02853,45,47892,135970,649,120,No
CUST02854,22,61364,144042,659,60,No
CUST02855,26,48433,169633,755,36,Yes
CUST02856,47,60313,140308,492,120,Yes
CUST02857,49,39142,26462,563,36,Yes
CUST02858,38,50174,102469,819,60,No
CUST02859,31,95230,342735,718,84,No
CUST02860,47,43506,74218,555,60,No
CUST02861,52,49732,185495,502,12,No
CUST02862,57,47347,151127,547,36,Yes
CUST02863,54,48590,189309,594,24,Yes
CUST02864,35,63135,237378,673,36,No
CUST02865,31,66747,127126,820,48,No
CUST02866,26,43116,171877,662,24,No
CUST02867,26,54562,48788,649,120,No
CUST02868,53,70611,150899,641,60,No
CUST02869,43,46677,96445,687,84,No
CUST02870,40,54476,210513,675,120,No
CUST02871,24,66439,151876,712,120,Yes
CUST02872,38,53714,111783,676,84,No
CUST02873,27,37135,139141,709,48,No
CUST02874,52,49537,57129,608,12,No
CUST02875,61,72515,244537,701,60,No
CUST02876,27,45304,170209,605,48,Yes
CUST02877,55,36826,119514,777,84,No
CUST02878,35,56788,74432,490,120,No
CUST02879,28,61498,177444,609,36,No
CUST02880,42,58962,227545,782,12,No
CUST02881,65,30645,61303,583,84,No
CUST02882,28,28244,53926,686,48,No
CUST02883,46,22534,79102,633,12,Yes
CUST02884,21,47863,134313,681,24,Yes
CUST02885,61,39257,31471,747,48,No
CUST02886,63,34217,81668,753,48,No
CUST02887,64,52814,161807,753,60,No
CUST02888,32,76003,125091,696,48,No
CUST02889,59,77069,182646,621,84,Yes
CUST02890,48,38942,126239,580,120,Yes
CUST02891,31,83170,289270,778,120,Yes
CUST02892,59,50348,173508,596,48,No
CUST02893,59,52163,203004,591,84,Yes
CUST02894,59,39628,90856,761,84,Yes
CUST02895,26,50868,122588,736,48,No
CUST02896,23,48452,84756,569,24,Yes
CUST02897,55,40400,47913,696,120,No
CUST02898,32,79553,116318,668,120,Yes
CUST02899,60,78321,305981,694,48,No
CUST02900,52,47327,126966,680,48,No
CUST02901,30,59930,138223,614,24,No
CUST02902,23,60589,174828,555,12,Yes
CUST02903,32,41836,74902,521,84,Yes
CUST02904,22,36289,114110,512,48,Yes
CUST02905,60,45217,28672,727,84,Yes
CUST02906,38,64049,199362,621,120,Yes
CUST02907,37,64013,135221,739,48,Yes
CUST02908,43,66438,76398,552,24,No
CUST02909,29,43027,149028,530,120,Yes
CUST02910,35,62903,242910,611,60,No
CUST02911,42,43433,125766,685,36,Yes
CUST02912,42,47801,53664,467,36,Yes
CUST02913,57,75509,96333,820,84,No
CUST02914,54,33653,28867,574,120,No
CUST02915,53,77265,138483,728,12,No
CUST02916,52,15000,57353,626,60,Yes
CUST02917,60,46083,132736,734,120,No
CUST02918,21,63702,58601,756,84,No
CUST02919,57,85360,315711,718,60,No
CUST02920,24,65697,109560,794,24,No
CUST02921,23,69690,131077,689,12,No
CUST02922,50,81337,98258,744,24,No
CUST02923,44,45850,90242,612,84,No
CUST02924,54,81387,168117,732,36,Yes
CUST02925,60,51555,151569,804,84,No
CUST02926,39,85382,53208,606,36,Yes
CUST02927,45,22301,20674,521,60,Yes
CUST02928,56,82169,78941,698,48,Yes
CUST02929,44,78817,184727,762,120,No
CUST02930,46,60087,99632,687,120,No
CUST02931,48,16184,57034,750,60,No
CUST02932,49,40858,143782,634,24,Yes
CUST02933,42,15000,54391,635,36,Yes
CUST02934,42,52978,93929,567,120,Yes
CUST02935,60,49969,78246,742,60,No
CUST02936,26,62273,103562,572,24,No
CUST02937,21,58941,194840,634,36,No
CUST02938,58,47135,181687,604,24,No
CUST02939,28,66055,49036,497,12,Yes
CUST02940,51,66889,181638,661,60,No
CUST02941,64,67359,234337,690,60,No
CUST02942,45,15000,33258,515,48,No
CUST02943,65,67734,140312,647,84,No
CUST02944,39,48623,25395,614,36,No
CUST02945,31,67964,259892,618,12,No
CUST02946,32,46388,40381,510,24,Yes
CUST02947,25,72243,258292,728,84,Yes
CUST02948,40,50536,155855,630,12,No
CUST02949,47,54173,163137,697,48,Yes
CUST02950,55,65344,151296,728,12,No
CUST02951,32,63878,139272,483,36,Yes
CUST02952,44,41917,40862,626,24,No
CUST02953,23,43593,99752,749,120,No
CUST02954,50,35516,47727,729,12,No
CUST02955,56,74486,287607,557,84,Yes
CUST02956,25,42924,88000,665,84,No
CUST02957,57,28714,110503,477,12,Yes
CUST02958,32,80170,295326,815,24,No
CUST02959,31,83100,274056,614,84,No
CUST02960,25,46599,113110,605,24,No
CUST02961,41,39002,52880,548,60,No
CUST02962,55,61649,97295,748,48,Yes
CUST02963,62,26098,58090,680,24,No
CUST02964,39,55064,91637,666,120,Yes
CUST02965,52,32854,37178,567,48,No
CUST02966,58,44270,49147,669,12,Yes
CUST02967,42,55854,119516,822,60,No
CUST02968,28,61292,206018,772,24,No
CUST02969,56,75526,72304,618,12,No
CUST02970,27,66354,202526,707,84,No
CUST02971,56,56881,37293,671,120,No
CUST02972,59,65219,138891,537,60,Yes
CUST02973,57,29715,86964,696,84,No
CUST02974,44,46599,61920,585,60,No
CUST02975,24,67263,219693,477,120,No
CUST02976,33,104434,138585,674,48,No
CUST02977,57,69431,61320,568,12,Yes
CUST02978,31,89991,224690,604,120,Yes
CUST02979,30,48208,180492,612,60,No
CUST02980,63,70114,152350,660,84,No
CUST02981,53,63705,75628,753,12,No
CUST02982,51,78811,177288,710,60,No
CUST02983,30,34580,105854,718,12,Yes
CUST02984,28,82355,317923,515,48,Yes
CUST02985,63,60692,194203,680,84,Yes
CUST02986,28,48742,180175,675,12,Yes
CUST02987,23,27773,78209,692,60,No
CUST02988,36,63076,192627,756,12,No
CUST02989,33,40163,95448,680,84,Yes
CUST02990,62,78515,252683,548,12,Yes
CUST02991,39,58501,33900,681,60,No
CUST02992,61,15000,52642,622,60,No
CUST02993,29,63688,60556,703,120,No
CUST02994,33,49747,193360,577,84,Yes
CUST02995,25,65894,33232,529,24,No
CUST02996,57,47242,138465,626,48,No
CUST02997,27,57621,57424,737,24,No
CUST02998,43,33664,62473,619,120,No
CUST02999,34,62937,47978,599,84,No
CUST03000,22,68072,46858,721,12,No
CUST03001,31,32208,47435,663,24,No
CUST03002,24,28036,22395,695,48,No
CUST03003,22,46906,164642,672,60,No
CUST03004,27,47321,166768,702,120,No
CUST03005,61,47000,140350,606,36,Yes
CUST03006,24,72647,267191,728,48,No
CUST03007,57,77076,137965,591,120,No
CUST03008,25,38446,123963,727,36,No
CUST03009,48,79088,109101,489,120,Yes
CUST03010,37,53707,35148,651,12,No
CUST03011,53,63802,211908,688,84,No
CUST03012,56,57483,84304,737,12,No
CUST03013,48,32549,75155,640,120,No
CUST03014,44,45351,27514,665,84,Yes
CUST03015,42,49312,58395,564,12,Yes
CUST03016,27,55440,72192,739,12,No
CUST03017,39,40767,59700,725,36,No
CUST03018,46,67755,39756,761,60,No
CUST03019,43,33375,58195,631,48,No
CUST03020,59,54896,50600,670,12,No
CUST03021,63,65314,171408,519,24,No
CUST03022,49,85315,308305,578,48,No
CUST03023,26,51043,68495,673,24,No
CUST03024,51,61155,87514,653,48,No
CUST03025,40,79668,46786,626,12,No
CUST03026,24,35387,75578,680,36,Yes
CUST03027,62,53948,172038,709,60,Yes
CUST03028,57,56628,153392,492,36,Yes
CUST03029,41,55278,40365,850,120,No
CUST03030,37,38675,128688,590,36,No
CUST03031,59,73042,137502,484,60,No
CUST03032,52,38279,45756,561,60,Yes
CUST03033,28,61880,151476,578,36,Yes
CUST03034,45,64807,142403,637,12,No
CUST03035,57,53669,59556,708,36,No
CUST03036,34,51154,145485,442,60,Yes
CUST03037,57,105531,217524,511,12,Yes
CUST03038,37,64712,256140,723,84,Yes
CUST03039,34,33785,113833,670,60,No
CUST03040,27,60128,63390,664,84,No
CUST03041,61,63310,52723,544,60,No
CUST03042,26,57536,179986,771,60,No
CUST03043,53,78491,162479,558,24,No
CUST03044,26,100607,307691,619,60,No
CUST03045,58,95252,217057,610,120,No
CUST03046,25,95592,346958,616,36,No
CUST03047,31,55970,200407,562,36,Yes
CUST03048,35,37509,85294,613,48,No
CUST03049,55,70382,99116,779,12,No
CUST03050,41,47128,162548,656,120,Yes
CUST03051,57,75841,62210,705,84,No
CUST03052,31,33866,113790,644,36,No
CUST03053,59,43946,99599,560,48,No
CUST03054,46,15000,56336,509,48,Yes
CUST03055,24,52421,68288,756,12,No
CUST03056,26,59712,103967,569,12,Yes
CUST03057,56,47965,71679,611,120,No
CUST03058,56,59667,103770,776,120,No
CUST03059,58,64639,183904,512,48,Yes
CUST03060,61,78544,155180,681,84,No
CUST03061,60,38855,117390,721,60,No
CUST03062,38,40094,29135,670,12,No
CUST03063,42,62988,247813,677,36,No
CUST03064,36,63403,152114,577,24,Yes
CUST03065,57,85286,122020,616,48,No
CUST03066,53,55720,112871,673,36,No
CUST03067,30,85045,175032,642,60,Yes
CUST03068,22,50342,78012,630,24,No
CUST03069,28,29097,88359,580,36,No
CUST03070,59,48155,162408,613,24,No
CUST03071,27,57224,110254,740,12,No
CUST03072,36,68277,167076,667,12,No
CUST03073,65,65728,241386,657,36,No
CUST03074,52,60707,51040,683,36,No
CUST03075,33,50297,163814,590,48,Yes
CUST03076,25,25963,94454,675,84,Yes
CUST03077,54,64738,154325,694,120,No
CUST03078,23,15000,45798,592,120,Yes
CUST03079,56,63748,130682,700,48,No
CUST03080,27,62994,168756,501,48,No
CUST03081,37,31110,74179,618,120,No
CUST03082,65,72852,194144,638,48,Yes
CUST03083,53,43567,157879,697,12,Yes
CUST03084,58,53900,151441,719,12,Yes
CUST03085,29,50311,35472,531,84,No
CUST03086,44,55937,202047,834,12,No
CUST03087,25,36380,110911,663,24,No
CUST03088,55,55390,104250,548,48,Yes
CUST03089,47,80700,68597,633,60,Yes
CUST03090,44,40753,21472,604,12,No
CUST03091,62,25671,39674,586,60,Yes
CUST03092,24,50298,91173,725,120,No
CUST03093,56,40527,78485,594,36,No
CUST03094,37,72542,272749,776,36,No
CUST03095,44,35562,84684,655,12,No
CUST03096,40,60256,70681,444,60,No
CUST03097,22,43041,139358,677,36,No
CUST03098,45,62334,71381,496,48,Yes
CUST03099,39,72051,120254,677,60,No
CUST03100,24,96658,192275,661,120,Yes
CUST03101,32,61562,194975,691,48,No
CUST03102,51,47962,91335,565,120,Yes
CUST03103,25,48507,54283,674,84,No
CUST03104,26,21431,48472,804,36,No
CUST03105,54,18496,9644,455,60,Yes
CUST03106,51,15000,32763,530,48,No
CUST03107,29,57438,144884,681,36,No
CUST03108,21,68049,66156,623,84,No
CUST03109,37,70450,140016,559,24,No
CUST03110,31,75846,98662,682,120,No
CUST03111,42,57287,146689,723,48,No
CUST03112,55,76841,300292,680,84,Yes
CUST03113,37,65568,62139,634,84,No
CUST03114,35,18040,31879,646,120,No
CUST03115,38,80841,161870,685,36,No
CUST03116,39,45565,46009,591,24,No
CUST03117,25,88104,91591,774,84,No
CUST03118,39,58078,178745,540,48,Yes
CUST03119,60,49652,103158,422,120,Yes
CUST03120,34,55669,152828,717,84,Yes
CUST03121,31,90526,221138,681,48,No
CUST03122,25,68463,37254,605,60,Yes
CUST03123,25,41049,56002,601,12,Yes
CUST03124,61,61095,243168,724,24,Yes
CUST03125,55,44933,120620,649,24,Yes
CUST03126,35,57036,199765,642,120,No
CUST03127,61,53682,161209,554,48,Yes
CUST03128,53,46096,158983,819,36,No
CUST03129,38,53965,207457,828,36,No
CUST03130,24,60674,143966,601,36,No
CUST03131,51,44933,133272,616,60,Yes
CUST03132,62,43215,142678,526,84,Yes
CUST03133,62,46629,97815,624,60,No
CUST03134,37,75640,250646,557,60,Yes
CUST03135,58,24315,87456,626,120,No
CUST03136,24,36957,80727,850,84,Yes
CUST03137,51,82263,237212,744,36,No
CUST03138,23,68231,269699,502,60,Yes
CUST03139,45,52255,50306,602,24,No
CUST03140,62,57908,134643,736,24,No
CUST03141,27,60132,166039,682,60,No
CUST03142,46,64221,230263,627,24,No
CUST03143,54,82405,246467,515,60,No
CUST03144,31,58320,53037,669,24,Yes
CUST03145,21,82468,152631,663,48,No
CUST03146,23,73102,198094,599,84,No
CUST03147,64,37343,20136,659,12,No
CUST03148,33,32610,49263,752,84,No
CUST03149,56,51135,69231,718,12,No
CUST03150,24,58262,188806,587,120,No
CUST03151,62,65110,125684,703,60,No
CUST03152,64,56196,67151,629,120,No
CUST03153,50,64356,73258,580,36,No
CUST03154,38,96660,247367,581,48,No
CUST03155,42,82305,166724,665,84,Yes
CUST03156,38,57442,158860,657,36,Yes
CUST03157,26,47836,173230,529,24,No
CUST03158,21,62982,53661,557,60,No
CUST03159,58,52045,33665,760,60,Yes
CUST03160,56,56223,135993,565,36,Yes
CUST03161,45,32235,86274,628,24,Yes
CUST03162,50,59799,142906,554,60,Yes
CUST03163,61,36355,144785,614,84,No
CUST03164,60,59030,195388,659,48,Yes
CUST03165,50,67998,247429,564,12,Yes
CUST03166,36,85201,82172,787,84,No
CUST03167,43,15000,34904,708,60,No
CUST03168,32,43848,33996,696,120,Yes
CUST03169,57,48319,36478,682,48,No
CUST03170,53,37213,78594,835,48,No
CUST03171,26,50327,77443,612,60,Yes
CUST03172,25,77108,263844,718,60,Yes
CUST03173,26,36284,137512,582,48,Yes
CUST03174,31,82275,137394,798,60,No
CUST03175,24,68942,254875,497,36,Yes
CUST03176,44,54015,182656,692,36,No
CUST03177,44,20960,33879,663,120,No
CUST03178,21,60586,209384,613,36,Yes
CUST03179,21,54152,166253,635,12,No
CUST03180,35,89341,172878,573,12,Yes
CUST03181,34,61787,217849,593,24,No
CUST03182,56,26168,94183,543,36,Yes
CUST03183,26,28957,106951,661,60,Yes
CUST03184,65,53534,43647,738,48,Yes
CUST03185,55,83472,150750,585,48,Yes
CUST03186,43,79144,248172,610,12,Yes
CUST03187,57,54435,61131,653,48,No
CUST03188,27,81143,130027,636,48,Yes
CUST03189,23,54502,183088,593,120,Yes
CUST03190,57,58535,123996,668,120,No
CUST03191,41,54269,119041,643,84,No
CUST03192,62,73240,237900,699,60,No
CUST03193,65,46227,45902,791,60,No
CUST03194,47,35419,124966,592,48,Yes
CUST03195,59,52992,168566,850,48,No
CUST03196,26,85912,197713,614,24,No
CUST03197,33,66085,52157,513,120,No
CUST03198,25,70777,73470,666,120,No
CUST03199,60,32551,24105,719,36,No
CUST03200,44,34718,124449,687,24,Yes
CUST03201,30,49416,173804,664,60,Yes
CUST03202,48,32298,40909,684,84,No
CUST03203,40,74324,179498,610,24,Yes
CUST03204,35,17391,63949,802,120,Yes
CUST03205,29,39377,27003,632,120,No
CUST03206,38,49944,103456,573,36,Yes
CUST03207,44,65291,161660,639,84,No
CUST03208,59,96353,352469,690,36,Yes
CUST03209,52,44321,26435,600,60,Yes
CUST03210,35,61082,51945,670,120,No
CUST03211,45,98648,55917,781,36,No
CUST03212,49,52514,155412,626,24,No
CUST03213,46,51441,67816,575,120,No
CUST03214,38,52621,58933,618,12,No
CUST03215,63,67753,108277,714,120,No
CUST03216,43,59372,62500,630,48,No
CUST03217,65,61374,54529,634,24,No
CUST03218,32,68833,226654,609,84,No
CUST03219,37,19779,33412,712,48,Yes
CUST03220,52,70760,82748,701,24,No
CUST03221,56,71015,220223,673,84,No
CUST03222,22,77825,264785,589,12,Yes
CUST03223,46,48621,61107,767,36,No
CUST03224,21,66115,60483,813,36,No
CUST03225,23,68737,156218,591,84,No
CUST03226,39,75700,203937,689,12,No
CUST03227,62,42091,152440,745,60,No
